date,Ed Sheeran,Maroon 5,The Chainsmokers,Katy Perry,Sam Feldt,Avicii,Shawn Mendes,Martin Garrix,David Guetta,Steve Aoki,R3HAB,Marshmello,Kygo,Armin van Buuren,Billie Eilish,Sia,Calvin Harris,DJ Snake,Khalid,Jonas Blue,Zedd,Galantis,Tiësto,Justin Bieber,J Balvin,Dimitri Vegas & Like Mike,Deorro,Hardwell,Lauv,Alan Walker,Ariana Grande,KSHMR,Coldplay,Daddy Yankee,Halsey,Selena Gomez,Eminem,Major Lazer,The Weeknd,Post Malone,Afrojack,Frank Ocean,Young Thug,Camila Cabello,John Legend,Pitbull,Imagine Dragons,Travis Scott,Bad Bunny,Rihanna,Lynyrd Skynyrd,Led Zeppelin,Van Halen,Creedence Clearwater Revival,Bon Jovi,Scorpions,Queen,Guns N' Roses,Drake,Kendrick Lamar,Don Omar,Luis Fonsi,Lil Wayne,Javiera Mena,Snoop Dogg,OutKast,Future,Logic,Depeche Mode,U2,Aerosmith,Tyga,The Game,50 Cent,T.I.,2Pac,Rick Ross,Anderson .Paak,Cypress Hill,The Rolling Stones,Bobby Brown,The Notorious B.I.G.,Bassjackers,Ozuna,Farruko,Nicky Jam,Wisin & Yandel,オメガトライブ,The Cranberries,Janet Jackson,Miguel Rios,The Who,Gloria Estefan,Ballin Entertainment,Erykah Badu,Blasterjaxx,W&W,Unnamed: 98
1976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6666666666667,42.6666666666667,0,3.33333333333333,0,0,39.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3333333333333,0,0,0,0,0,0,0,0,24.6666666666667,0,0,0,0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,0,0,0
1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6666666666667,21,0,7.33333333333333,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3333333333333,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7.33333333333333,0,0.666666666666667,46.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,42.6666666666667,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7.33333333333333,0,1.33333333333333,46.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,22,0,0,2.33333333333333,33.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,22,0,0,2.66666666666667,35.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3333333333333,10,0,0,2,29.6666666666667,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,25.3333333333333,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3333333333333,0,0,7,44.3333333333333,0,0,0,0,0,0,0,0,0,0,0,27,0,17,0,0,0,0,0,0,0,0,25.3333333333333,0,0,0,0,0,0,0,0,0,0,21,18.6666666666667,0,0,0,0,0,0
1984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3333333333333,0,0,6,25.3333333333333,0,0,0,0,0,0,0,0,0,0,0,35,23.3333333333333,0,0,0,0,0,0,0,0,0,25.3333333333333,0,0,0,0,0,0,0,9.66666666666667,0,0,0,18.6666666666667,0,0,0,0,0,0
1985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.3333333333333,0,23,13,15.6666666666667,0,0,0,0,0,0,0,0,0,0,0,34,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,18.6666666666667,12,0,0,0,0,0
1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,23,8,1,0,0,0,0,0,0,0,0,0,0,0,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3333333333333,0,0,0,0,25,0,0,0,0,0
1987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.6666666666667,0,30,8,1,0,0,0,0,0,0,0,0,0,0,0,26,19.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,9.66666666666667,0,0,25,0,0,0,0,0
1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6666666666667,0,7,1,0,14,0,0,0,0,0,0,0,0,0,0,13.3333333333333,16.6666666666667,23.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33333333333333,0,9.66666666666667,0,0,21,0,0,0,0,0
1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6666666666667,0,29.3333333333333,0.666666666666667,0,33,0,0,0,0,0,0,0,0,0,0,13.3333333333333,17.6666666666667,23.3333333333333,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,9.66666666666667,0,0,8,0,0,0,0,0
1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3333333333333,0.666666666666667,0,33,0,0,0,0,0,0,0,0,0,0,23.6666666666667,17.6666666666667,23.3333333333333,0,0,0,0,0,0,0,0,2.66666666666667,24,0,0,0,0,0,0,0,0,13,0,0,22.3333333333333,0,0,0,0,0
1991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3333333333333,12,0,19,0,0,0,0,0,0,0,0,0,0,38.6666666666667,1,0,0,0,0,0,0,0,0,0,2.66666666666667,24,0,0,0,0,0,0,0,0,13,0,0,28,0,0,0,0,0
1992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11.3333333333333,8.66666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,38.6666666666667,24,12.3333333333333,0,0,0,0,15.3333333333333,0,0,15.3333333333333,2.66666666666667,13,0,0,0,0,0,0,0,0,13,0,0,39,0,0,0,0,0
1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24.3333333333333,11.3333333333333,8.66666666666667,6.66666666666667,0,0,0,0,0,0,0,0,0,0,18.3333333333333,24,12.3333333333333,0,0,0,0,15.3333333333333,0,0,15.3333333333333,0,2.66666666666667,0,0,0,0,0,0,0,0,0,0,0,24.6666666666667,0,0,0,0,0
1994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10.6666666666667,0,24.3333333333333,0.666666666666667,8.66666666666667,18.3333333333333,0,0,0,0,0,0,21,0,0,0,0,24,14.3333333333333,0,0,0,0,22.3333333333333,0,0,33.6666666666667,0,5.66666666666667,0,0,0,0,0,0,0,18.3333333333333,17.6666666666667,0,0,26.3333333333333,0,0,0,0,0
1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.6666666666667,0,24.3333333333333,0.666666666666667,0,11.6666666666667,0,0,0,0,0,0,21,16.6666666666667,0,0,0,0,2,0,0,0,0,7,0,0,18.3333333333333,0,5.66666666666667,19.6666666666667,0,0,0,0,0,0,35.3333333333333,17.6666666666667,0,2.33333333333333,27.3333333333333,0,0,0,0,0
1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10.6666666666667,0,0,0.666666666666667,0,11.6666666666667,0,0,0,0,0,0,21,16.6666666666667,0,0,0,0,2,0,0,0,0,8,0,0,27.6666666666667,0,3,19.6666666666667,0,0,0,0,0,0,35.3333333333333,17.6666666666667,0,2.33333333333333,42,0,0,0,0,0
1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,11.3333333333333,32.6666666666667,0,0,0,0,0,0,0,0,0,22.3333333333333,0,0,9.33333333333333,0,0,19.6666666666667,0,0,0,0,0,0,33,0,0,2.33333333333333,41.6666666666667,0,0,0,0,0
1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,11.3333333333333,16,0,0,19.3333333333333,0,0,0,0,0,0,45.6666666666667,0,0,9.33333333333333,0,7.33333333333333,8,0,0,0,0,0,0,16,19.6666666666667,0,0,29.6666666666667,0,10.3333333333333,0,0,0
1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,16.3333333333333,0,0,0,0,0,0,0,0,0,0,0,11.3333333333333,34,0,0,39.6666666666667,1.66666666666667,24.6666666666667,0,0,0,0,53.3333333333333,0,0,11.3333333333333,0,7.33333333333333,8,0,0,0,0,0,0,16,19.6666666666667,15.6666666666667,0,30,0,10.3333333333333,0,0,0
2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,15.3333333333333,0,15,0,0,0,0,9.66666666666667,0,20.3333333333333,18,0,0,39.6666666666667,1.66666666666667,24.6666666666667,0,0,0,0,32,0,0,24.3333333333333,0,7.33333333333333,25,0,0,0,0,0,0,18.3333333333333,19.6666666666667,15.6666666666667,0,15,0,10.3333333333333,0,0,0
2001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6666666666667,0,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,4.66666666666667,15.3333333333333,0,15,0,0,0,0,9.66666666666667,0,37.3333333333333,39,0,0,20.3333333333333,19.6666666666667,24.6666666666667,0,0,0,0,8.66666666666667,0,0,44.3333333333333,0,0,17,0,0,0,0,0,0,18.3333333333333,0,15.6666666666667,0,28.3333333333333,0,11,0,0,0
2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.6666666666667,0,0,0,18.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,31.6666666666667,0,17.6666666666667,0,0,0,0,9.66666666666667,0,37.3333333333333,30.3333333333333,0,0,0,18,1.33333333333333,0,0,0,10.6666666666667,0.333333333333333,0,0,42.6666666666667,0,0,17,0,0,0,21.6666666666667,0,0,30,0,0,0,13.3333333333333,0,11,0,0,0
2003,0,21.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,28.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66666666666667,16.3333333333333,0,2.66666666666667,0,0,0,0,0,0,27.3333333333333,30.3333333333333,0,0,0,18,1.33333333333333,0,0,0,10.6666666666667,0.333333333333333,0,0,29.6666666666667,0,0,0,0,0,0,21.6666666666667,0,0,11.6666666666667,0,0,0,13.3333333333333,0,11,0,0,0
2004,0,21.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3333333333333,19,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3333333333333,0,2.66666666666667,0,0,17.6666666666667,0,0,0,10.3333333333333,24,0,0,0,0,1.33333333333333,0,0,18.6666666666667,15.3333333333333,9.66666666666667,0,0,9.66666666666667,0,0,0,0,0,0,38.3333333333333,19.3333333333333,0,11.6666666666667,0,0,0,11.3333333333333,0,7,0,0,0
2005,0,24.6666666666667,0,0,0,0,0,0,8,0,0,0,0,0,0,1.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3333333333333,31.6666666666667,0,0,13.6666666666667,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,10.3333333333333,0,0,14.3333333333333,0,1.33333333333333,0,0,19.3333333333333,0,12.6666666666667,0,15.6666666666667,14.6666666666667,0,0,4.66666666666667,14.3333333333333,0,0,0,18.6666666666667,7.66666666666667,18,0,0,0,14,0,15.3333333333333,0,0,0,16.6666666666667,19.3333333333333,0,0,0,0,0,11.3333333333333,0,7,0,0,0
2006,0,3.33333333333333,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6666666666667,45.6666666666667,0,0,7.66666666666667,0,0,0,0,0,0,0,2,0,0,0,0,11.3333333333333,0,0,10.3333333333333,2.66666666666667,0.666666666666667,14.3333333333333,0,1.33333333333333,0,0,19.3333333333333,0,28,0,18.3333333333333,14.6666666666667,0,0,23.6666666666667,14.3333333333333,8.33333333333333,0,9.33333333333333,20.3333333333333,7.66666666666667,18,0,0,0,19,4,29,0,0,0,16.6666666666667,36.3333333333333,0,0,1.33333333333333,0,0,11.3333333333333,0,7,0,0,0
2007,0,3.33333333333333,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6666666666667,32,0,0,19,0,0,0,0,0,0,0,13,0,0,0,0,11.3333333333333,0,0,23.6666666666667,2.66666666666667,0.666666666666667,14.3333333333333,0,1.33333333333333,0,0,12.6666666666667,0,28,0,20.6666666666667,11,0,0,33.6666666666667,25.3333333333333,8.33333333333333,0,18,11.6666666666667,10,8.66666666666667,12.6666666666667,0,0,19,9.33333333333333,29,0,0,0,0,29.6666666666667,0,0,1.33333333333333,0,0,0,0,0,0,0,0
2008,0,19.6666666666667,0,0,0,0,0,0,7.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6666666666667,26.6666666666667,0,0,18.3333333333333,0,0,0,0,0,0,0,11,0,0,0,0,11.3333333333333,7.33333333333333,0,13.3333333333333,2.66666666666667,0.666666666666667,12,0,0,0,0,11,0,30.6666666666667,0,15.3333333333333,11,0,0,29,11,8.33333333333333,0,18,11.6666666666667,20,6,12.6666666666667,0,0,5,17.6666666666667,33.3333333333333,0,0,0,0,44.6666666666667,0,0,1.33333333333333,0,0,10,0,0,0,0,0
2009,0,19.6666666666667,0,17.6666666666667,0,0,0,0,15.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.6666666666667,26,0,19.6666666666667,12.6666666666667,0,0,0,0,0,0,0,16.3333333333333,0,0,0,0,17,7.33333333333333,0,13.3333333333333,0,0,12,0,12,0,0,30.3333333333333,22.6666666666667,36,0,2.33333333333333,11,0,0,10,11,0,0,13.6666666666667,10,38.3333333333333,6,21.6666666666667,0,0,0,13.6666666666667,19.6666666666667,0,0,0,0,41,0,0,8.66666666666667,0,0,10,0,1.66666666666667,0,0,0
2010,0,19.6666666666667,0,17.6666666666667,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,23.6666666666667,20.6666666666667,0,35.3333333333333,0,9.66666666666667,0,0,0,0,0,0,5.33333333333333,21,0,0,0,33.6666666666667,7.33333333333333,0,0,0.333333333333333,0,12,0,12,7.66666666666667,0,31,22.6666666666667,50.3333333333333,0,0,0,0,0,0,15,0,0,5,0,43,6,9,0,0,0,17,39.6666666666667,0,0,0,19,38.6666666666667,0,0,8.66666666666667,0,1,23,0,1.66666666666667,0,0,0
2011,0,22,0,38.3333333333333,0,3,0,0,27.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.3333333333333,0,0,0,0,0,0,0,0,23.6666666666667,26.3333333333333,0,35.3333333333333,27.3333333333333,9.66666666666667,0,0,0,0,0,0,19.3333333333333,21,0,0,0,53.3333333333333,0,0,0,0.333333333333333,2,14.3333333333333,0,12,30.6666666666667,0,48.3333333333333,22.6666666666667,35,0,0,0,0,0,0,15,0,0,5,0,33,0,19,0,0,0,8.66666666666667,20,0,0,19,19,23.6666666666667,0,0,8.66666666666667,0,1,13,0,15.3333333333333,0,0,0
2012,16.6666666666667,24,0,20.6666666666667,0,14.6666666666667,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.3333333333333,0,0,0,6.66666666666667,0,0,0,0,25.6666666666667,13,0,32.3333333333333,27.3333333333333,9.66666666666667,0,0,5.33333333333333,22.6666666666667,0,0,14,44.3333333333333,0,0,0,52.6666666666667,0,0,0,0.333333333333333,2,35.3333333333333,14.6666666666667,0,53,5,29,0,30.3333333333333,3.66666666666667,9.66666666666667,0,0,0,11.3333333333333,15,10.3333333333333,2,0,0,14.6666666666667,10.3333333333333,10,0,0,0,8.66666666666667,20,0,0,36.6666666666667,19,10.3333333333333,9.33333333333333,0,0,0,1,30,0,13.6666666666667,0,0,0
2013,16.3333333333333,44,0,43.6666666666667,0,29,0,0,52.3333333333333,6,0,0,0,0,0,0,20,0,0,0,15.6666666666667,0,2.66666666666667,64.3333333333333,0,0,0,23.3333333333333,0,0,0,0,42.3333333333333,33.6666666666667,0,16.6666666666667,27.3333333333333,0,20.3333333333333,0,19.3333333333333,44.3333333333333,0,0,35,39.6666666666667,16,0,0,54.6666666666667,0,0,0,0,2,35.3333333333333,14.6666666666667,0,48.6666666666667,22,32,0,16,3.66666666666667,10.6666666666667,0,10.6666666666667,0,11.3333333333333,0,10.3333333333333,20,0.333333333333333,0,3,10.3333333333333,13.3333333333333,0,0,0,0,0,0,0,36.6666666666667,0,13,9.33333333333333,0,0,0,0,17,0,13.6666666666667,0,10.3333333333333,0
2014,37,22,0,45.6666666666667,0,42,0,2,59.6666666666667,6,0,0,0,13.3333333333333,0,0,33,21.6666666666667,0,0,16,0,3,59,15.3333333333333,5.33333333333333,9.66666666666667,34.6666666666667,0,0,22.3333333333333,0,42.3333333333333,28.6666666666667,0,38.3333333333333,8.33333333333333,3.33333333333333,34.6666666666667,0,19.3333333333333,44.3333333333333,0,0,47.6666666666667,39.6666666666667,31,0,0,35,0,0,0,0,0,21,14.6666666666667,0,30.6666666666667,22,14.6666666666667,0,16,3.66666666666667,10.6666666666667,0,10.6666666666667,0,25,0,10.3333333333333,39.3333333333333,0.333333333333333,0,0,10.3333333333333,17.3333333333333,0,0,0,0,0,0,0,17.6666666666667,0,18.6666666666667,9.33333333333333,0,0,0,0,17,0,0,5,18.6666666666667,0
